Database,Phyla,Class,Order,Family,Species,Original Name,Meiosis Type,Ploidy,Female Diploid,Male Diploid,Achiasmy Sex,Sex Chromosome System,Notes,Sex Chrom Notes,Citation
Mammal,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis nivcola,,chiasmatic,2,52,52,,XY,,,Animal Karyotype Book 2020 (Huang et al. 2005)
Mammal,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis orientalis,,chiasmatic,2,54,54,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis orientalis musimon,,chiasmatic,2,54,54,,XY,,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Bovidae,Pelea capreolus,,chiasmatic,2,56,56,,XY,,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Bovidae,Pseudois nayaur szechuanensis,,chiasmatic,2,56,56,,XY,,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Bovidae,Pseudois schaeferi,,chiasmatic,2,54,54,,XY,,,Animal Karyotype Book 2020 (Veterinary Research Institute Brno (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Bovidae,Pseudoryx nghetinhensis,,chiasmatic,2,50,50,,XY,,,Animal Karyotype Book 2020 (Kulemzina et al. 2014)
Mammal,Chordata,Mammalia,Artiodactyla,Bovidae,Raphicerus campestris,,chiasmatic,2,30,30,,XY,,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Bovidae,Redunca fulvorufula,,chiasmatic,2,56-57,56-57,,XY,,chrom rearrangements,Animal Karyotype Book 2020 (Rubes et al. 2007)
Mammal,Chordata,Mammalia,Artiodactyla,Bovidae,Rupricapra rupicapra,,chiasmatic,2,58,58,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Artiodactyla,Bovidae,Syncerus caffer,,chiasmatic,2,54-56,54-56,,XY,,chrom rearrangements,Animal Karyotype Book (Ropiquet et al. 2010)
Mammal,Chordata,Mammalia,Artiodactyla,Bovidae,Syncerus caffer,,chiasmatic,2,52,52,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Artiodactyla,Bovidae,Taurotragus derbianus,,chiasmatic,2,32,31,,complex XY,,"X/X, X/Y/A",Animal Karyotype Book (Rubes et al. 2008)
Mammal,Chordata,Mammalia,Artiodactyla,Bovidae,Taurotragus oryx pattersonianus,,chiasmatic,2,32,31,,complex XY,,"X/X, X/Y/A",Animal Karyotype Book (Rubes et al. 2008)
Mammal,Chordata,Mammalia,Artiodactyla,Bovidae,Tetracerus quadricornis,,chiasmatic,2,38,38,,XY,,,Blackmon (Popiquet et al. 2010)
Mammal,Chordata,Mammalia,Artiodactyla,Bovidae,Tragelaphus angasii,,chiasmatic,2,54,55,,complex XY,,"X/X, X/Y/A",Animal Karyotype Book (Rubes et al. 2008)
Mammal,Chordata,Mammalia,Artiodactyla,Bovidae,Tragelaphus eurycerus,,chiasmatic,2,34,33,,complex XY,,"X/X, X/Y/A",Animal Karyotype Book (Rubes et al. 2008)
Mammal,Chordata,Mammalia,Artiodactyla,Bovidae,Tragelaphus imberbis,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book (Rubes et al. 2008)
Mammal,Chordata,Mammalia,Artiodactyla,Bovidae,Tragelaphus scriptus,,chiasmatic,2,34,34,,XY,,,Animal Karyotype Book 2020 (Rubes et al. 2008)
Mammal,Chordata,Mammalia,Artiodactyla,Bovidae,Tragelaphus spekii,,chiasmatic,2,30,30,,XY,,,Blackmon (Rubes et al. 2008)
Mammal,Chordata,Mammalia,Artiodactyla,Bovidae,Tragelaphus strepsiceros,,chiasmatic,2,32,32,,XY,,,Animal Karyotype Book (Rubes et al. 2008)
Mammal,Chordata,Mammalia,Artiodactyla,Bovidae,Tragelaphus strepsiceros strepsiceros,,chiasmatic,2,32,31,,complex XY,,X1X2Y,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Artiodactyla,Camelidae,Camelus bactrianus,,chiasmatic,2,74,74,,XY,,,Blackmon (Balmus et al. 2007)
Mammal,Chordata,Mammalia,Artiodactyla,Camelidae,Camelus dromedarius,,chiasmatic,2,74,74,,XY,,,Animal Karyotype Book (Balmus et al. 2007)
Mammal,Chordata,Mammalia,Artiodactyla,Camelidae,Camelus ferus,,chiasmatic,2,74,74,,XY,,,Animal Karyotype Book 2020 (Proskuryakova et al. (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Camelidae,Lama glama,,chiasmatic,2,74,74,,XY,,,Animal Karyotype Book 2020 (Balmus et al. 2007)
Mammal,Chordata,Mammalia,Artiodactyla,Camelidae,Lama guanicoe,,chiasmatic,2,74,74,,XY,,,Animal Karyotype Book 2020 (Balmus et al. 2007)
Mammal,Chordata,Mammalia,Artiodactyla,Camelidae,Lama pacos,,chiasmatic,2,74,74,,XY,,,Animal Karyotype Book 2020 (Balmus et al. 2007)
Mammal,Chordata,Mammalia,Artiodactyla,Camelidae,Vicugna vicugna,,chiasmatic,2,74,74,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Alces alces,,chiasmatic,2,68,68,,XY,,,Blackmon (Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Axis axis,,chiasmatic,2,66,66,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Axis calamianensis,,chiasmatic,2,68,68,,XY,,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Axis kuhlii,,chiasmatic,2,68,68,,XY,,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Blastocerus dichotomus,,chiasmatic,2,66,66,,XY,,,Animal Karyotype Book 2020 (Duarte and Giannoni 1995a)
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Capreolus capreolus,,chiasmatic,2,70,70,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Capreolus pygargus,,chiasmatic,2,70,70,,XY,,,Animal Karyotype Book (Dementyeva et al. 2010)
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus albirostris,,chiasmatic,2,66,66,,XY,,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus elaphus,,chiasmatic,2,68,68,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus elaphus,,chiasmatic,2,62,62,,XY,,,Animal Karyotype Book 2020 (Huang et al. 2006a)
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus elaphus bactrianus,,chiasmatic,2,68,68,,XY,,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus elaphus sibiricus,,chiasmatic,2,68,68,,XY,,,Animal Karyotype Book (Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus nippon,,chiasmatic,2,66,66,,XY,,,Animal Karyotype Book 2020 (Huang et al. 2006a)
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus nippon hortulorum,,chiasmatic,2,66,66,,XY,,,Animal Karyotype Book (Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus nippon mandarinus,,chiasmatic,2,66,66,,XY,,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus timorensis russa,,chiasmatic,2,60,60,,XY,,,Animal Karyotype Book 2020 (Frohlich et al. 2017)
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus unicolor,,chiasmatic,2,58,58,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus unicolor malaccensis,,chiasmatic,2,56,56,,XY,,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Dama dama,,chiasmatic,2,68,68,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Dama mesopotamica,,chiasmatic,2,68,68,,XY,,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Elaphodus cephalophus,,chiasmatic,2,46-48,46-48,,complex XY,,X1Y1Y2,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Elaphodus cephalophus,,chiasmatic,2,47,47,,XY,,17 fusion to X,Animal Karyotype Book 2020 (Huang et al. 2006a)
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Elaphurus davidianus,,chiasmatic,2,68,68,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Hippocamelus bisculus,,chiasmatic,2,70,70,,XY,,,Animal Karyotype Book 2020 (Spotorno et al. 1987)
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Hydropotes inermis,,chiasmatic,2,70,70,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Mazama americana,,chiasmatic,2,42,43,,complex XY,,XY1Y2,Animal Karyotype Book 2020 (Aquino et al. 2013)
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Mazama bororo,,chiasmatic,2,34,34,,XY,,,Animal Karyotype Book 2020 (Duarte (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Mazama gouazoubira,,chiasmatic,2,70,70,,XY,,,Animal Karyotype Book 2020 (Proskuryakova and Yang (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Mazama nana,,chiasmatic,2,36,36,,XY,,,Animal Karyotype Book 2020 (Abril and Duarte 2008)
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Mazama nemorivaga,,chiasmatic,2,68,69,,complex XY,,X1Y1Y2,Animal Karyotype Book 2020 (Fiorillo et al. 2013)
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Muntiacus crinifrons,,chiasmatic,2,8,9,,complex XY,,"X/A, X/A/Y",Animal Karyotype Book (Fu and Yang (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Muntiacus feae,,chiasmatic,2,13,14,,complex XY,,"X/A, X/A/Y",Animal Karyotype Book (Huang et al. 2006b)
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Muntiacus gongshanensis,,chiasmatic,2,8,9,,complex XY,,"X/A, X/A/Y",Animal Karyotype Book (Fu and Yang (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Muntiacus muntjak,,chiasmatic,2,6,7,,complex XY,,XY1Y2,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Muntiacus muntjak vaginalis,,chiasmatic,2,6,7,,complex XY,,"X/A, X/A/Y",Animal Karyotype Book (Burkin et al. 1997)
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Muntiacus reevesi,,chiasmatic,2,46,46,,XY,,,Blackmon (Yang et al. 1995)
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus hemionus,,chiasmatic,2,70,70,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus virginianus,,chiasmatic,2,70,70,,XY,,,Blackmon (Duarte (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Ozotocerus bezoarticus,,chiasmatic,2,68,68,,XY,,,Animal Karyotype Book 2020 (Duarte and Giannoni 1995b)
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Pudu puda,,chiasmatic,2,70,70,,XY,,,Blackmon (Spotorno and Fernandez-Donoso 1975)
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Rangifer tarandus,,chiasmatic,2,70,70,,XY,,,Blackmon (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Rucervus duvaucelii,,chiasmatic,2,56,56,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Artiodactyla,Cervidae,Rucervus eldii,,chiasmatic,2,58,58,,XY,,,Animal Karyotype Book 2020 (Frohlich et al. 2017)
Mammal,Chordata,Mammalia,Artiodactyla,Delphinidae,Delphinus bairdii,,chiasmatic,2,44,44,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Artiodactyla,Delphinidae,Delphinus delphis,,chiasmatic,2,44,44,,XY,,,Animal Karyotype Book (Arnason 1974a)
Mammal,Chordata,Mammalia,Artiodactyla,Delphinidae,Globicephala macrorhynchus,,chiasmatic,2,44,44,,XY,,,Animal Karyotype Book (Arnason 1974a)
Mammal,Chordata,Mammalia,Artiodactyla,Delphinidae,Lagenorhynchus albirostris,,chiasmatic,2,44,44,,XY,,,Animal Karyotype Book (Arnason 1980)
Mammal,Chordata,Mammalia,Artiodactyla,Delphinidae,Orcinus orca,,chiasmatic,2,44,44,,XY,,,Blackmon (Arnason et al. 1980)
Mammal,Chordata,Mammalia,Artiodactyla,Delphinidae,Stenella attenuata,,chiasmatic,2,44,44,,XY,,,Animal Karyotype Book (Stock 1981)
Mammal,Chordata,Mammalia,Artiodactyla,Delphinidae,Stenella clymene,,chiasmatic,2,44,44,,XY,,,Animal Karyotype Book (Arnason 1980)
Mammal,Chordata,Mammalia,Artiodactyla,Delphinidae,Stenella dubia,,chiasmatic,2,44,44,,XY,,,Animal Karyotype Book (Arnason 1974c)
Mammal,Chordata,Mammalia,Artiodactyla,Delphinidae,Tursiops truncatus,,chiasmatic,2,44,44,,XY,,,Blackmon (Bielec et al. 1997)
Mammal,Chordata,Mammalia,Artiodactyla,Eschrichtiidae,Eschrichtius robustus,,chiasmatic,2,44,44,,XY,,,Animal Karyotype Book (Arnason 1981a)
Mammal,Chordata,Mammalia,Artiodactyla,Giraffidae,Giraffa camelopardalis tippelskirchi,,chiasmatic,2,30,30,,XY,,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Giraffidae,Giraffa camelopardis,,chiasmatic,2,30,30,,XY,,,Blackmon (Huang et al. 2008)
Mammal,Chordata,Mammalia,Artiodactyla,Giraffidae,Okapia johnstoni,,chiasmatic,2,45-46,45-46,,XY,,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Giraffidae,Okapia johnstoni,,chiasmatic,2,45,45,,XY,,,Blackmon (Kulemzima et al. 2009)
Mammal,Chordata,Mammalia,Artiodactyla,Hippopotamidae,Choeropsis liberiensis,,chiasmatic,2,36,36,,XY,,,Animal Karyotype Book 2020 (Frohlich et al. 2016)
Mammal,Chordata,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus amphibius,,chiasmatic,2,36,36,,XY,,,Animal Karyotype Book (Kulemzima et al. 2009)
Mammal,Chordata,Mammalia,Artiodactyla,Kogiidae,Kogia breviceps,,chiasmatic,2,42,42,,XY,,,Blackmon (Arnason and Benirscke 1973)
Mammal,Chordata,Mammalia,Artiodactyla,Lipotidae,Lipotes vexillifer,,chiasmatic,2,44,44,,XY,,,Animal Karyotype Book (Minrong et al. 1986)
Mammal,Chordata,Mammalia,Artiodactyla,Monodontidae,Delphinapterus leucas,,chiasmatic,2,44,44,,XY,,,Animal Karyotype Book (Jarrell and Arnason 1981)
Mammal,Chordata,Mammalia,Artiodactyla,Moschidae,Moschus berezovskii,,chiasmatic,2,58,58,,XY,,,Animal Karyotype Book 2020 (Chi et al. 2005a)
Mammal,Chordata,Mammalia,Artiodactyla,Moschidae,Moschus moschiferus,,chiasmatic,2,58,58,,XY,,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Phocoenidae,Neophocaena phocaenoides asiaeorientalis,,chiasmatic,2,44,44,,XY,,,Animal Karyotype Book 2020 (Nie et al. 2012)
Mammal,Chordata,Mammalia,Artiodactyla,Phocoenidae,Phocoena phocoena,,chiasmatic,2,44,44,,XY,,,Blackmon (Arnason 1980)
Mammal,Chordata,Mammalia,Artiodactyla,Physeteridae,Physeter catodon,,chiasmatic,2,42,42,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Artiodactyla,Physeteridae,Physeter macrocephalus,,chiasmatic,2,42,42,,XY,,,Animal Karyotype Book (Arnason and Benirscke 1973)
Mammal,Chordata,Mammalia,Artiodactyla,Suidae,Babyrousa babyrussa,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book 2020 (Bosma et al. 1996)
Mammal,Chordata,Mammalia,Artiodactyla,Suidae,Babyrousa babyrussa celebensis,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Suidae,Phacochoerus africanus,,chiasmatic,2,34,34,,XY,,,Animal Karyotype Book 2020 (Musilova et al. 2010)
Mammal,Chordata,Mammalia,Artiodactyla,Suidae,Phacochoerus africanus sundervallii,,chiasmatic,2,34,34,,XY,,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Suidae,Potamochoerus larvatus,,chiasmatic,2,34,34,,XY,,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Suidae,Potamochoerus porcus,,chiasmatic,2,34,34,,XY,,,Animal Karyotype Book (Musilova et al. 2010)
Mammal,Chordata,Mammalia,Artiodactyla,Suidae,Sus barbatus,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Suidae,Sus cebifrons,,chiasmatic,2,34,34,,XY,,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Suidae,Sus scrofa,,chiasmatic,2,36,36,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Artiodactyla,Suidae,Sus scrofa domestica,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book (Biltueva et al. 2004)
Mammal,Chordata,Mammalia,Artiodactyla,Suidae,Sus scrofa scrofa,,chiasmatic,2,36,36,,XY,,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Artiodactyla,Tayassuidae,Catagonus wagneri,,chiasmatic,2,20,20,,XY,,,Animal Karyotype Book (Benirschke and Kumamoto 1989)
Mammal,Chordata,Mammalia,Artiodactyla,Tayassuidae,Tayassu albirostris,,chiasmatic,2,26,26,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Artiodactyla,Tayassuidae,Tayassu pecari,,chiasmatic,2,26,26,,XY,,,Animal Karyotype Book (Benirschke and Kumamoto 1989)
Mammal,Chordata,Mammalia,Artiodactyla,Tayassuidae,Tayassu tajacu,,chiasmatic,2,30,30,,XY,,,Blackmon (Benirschke and Kumamoto 1989)
Mammal,Chordata,Mammalia,Artiodactyla,Tragulidae,Tragulus javanicus,,chiasmatic,2,32,32,,XY,,,Animal Karyotype Book (Gallagher et al. 1996)
Mammal,Chordata,Mammalia,Artiodactyla,Ziphiidae,Mesoplodon carlhubbsi,,chiasmatic,2,42,42,,XY,,,Animal Karyotype Book (Arnason et al. 1977)
Mammal,Chordata,Mammalia,Artiodactyla,Ziphiidae,Mesoplodon europaeus,,chiasmatic,2,42,42,,XY,,,Animal Karyotype Book (Arnason et al. 1977)
Mammal,Chordata,Mammalia,Carnivora,Canidae,Alopex lagopus,,chiasmatic,2,50,50,,XY,,,Blackmon (Nash et al. 2001)
Mammal,Chordata,Mammalia,Carnivora,Canidae,Alopex lagopus,,chiasmatic,2,48-50,48-50,,XY,,Chrom rearrangements,"Animal Karyotype Book 2020 (Graphodatsky et al. 2000b, 2008a; Nash et al. 2001)"
Mammal,Chordata,Mammalia,Carnivora,Canidae,Atelocynus microtis,,chiasmatic,2,74,74,,XY,,,Blackmon (Wurster-Hill and Centerwall 1982)
Mammal,Chordata,Mammalia,Carnivora,Canidae,Canis familiaris,,chiasmatic,2,78,78,,XY,,,Blackmon (Graphodatsky et al. 2000a)
Mammal,Chordata,Mammalia,Carnivora,Canidae,Canis latrans,,chiasmatic,2,78,78,,XY,,,Blackmon (Wurster-Hill and Centerwall 1982)
Mammal,Chordata,Mammalia,Carnivora,Canidae,Canis lupus,,chiasmatic,2,78,78,,XY,,,Animal Karyotype Book (Wurster-Hill and Centerwall 1982)
Mammal,Chordata,Mammalia,Carnivora,Canidae,Cerdocyon thous,,chiasmatic,2,74,74,,XY,,,Animal Karyotype Book (Nash et al. 2001)
Mammal,Chordata,Mammalia,Carnivora,Canidae,Chrysocyon brachyurus,,chiasmatic,2,76,76,,XY,,,Animal Karyotype Book (Wayne et al. 1987a)
Mammal,Chordata,Mammalia,Carnivora,Canidae,Cuon alpinus,,chiasmatic,2,78,78,,XY,,,Animal Karyotype Book 2020 (Graphodatsky et al. 2008)
Mammal,Chordata,Mammalia,Carnivora,Canidae,Fennecus zerda,,chiasmatic,2,64,64,,XY,,,Animal Karyotype Book (Graphodatsky et al. 2008)
Mammal,Chordata,Mammalia,Carnivora,Canidae,Lycaon pictus,,chiasmatic,2,38,38,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Canidae,Nyctereutes procyonoides,,chiasmatic,2,42,42,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Canidae,Nyctereutes procyonoides procyonoides,,chiasmatic,2,54,54,,XY,,,Animal Karyotype Book (Graphodatsky et al. (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Canidae,Nyctereutes procyonoides viverrinus,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book (Nash et al. 2001)
Mammal,Chordata,Mammalia,Carnivora,Canidae,Otocyon megalotis,,chiasmatic,2,72,72,,XY,,,Blackmon (Wayne et al. 1987a)
Mammal,Chordata,Mammalia,Carnivora,Canidae,Speothos venaticus,,chiasmatic,2,74,74,,XY,,,Animal Karyotype Book (Wayne et al. 1987a)
Mammal,Chordata,Mammalia,Carnivora,Canidae,Urocyon cinereoargenteus,,chiasmatic,2,66,66,,XY,,,Blackmon (Wayne et al. 1987a)
Mammal,Chordata,Mammalia,Carnivora,Canidae,Vulpes corsac,,chiasmatic,2,36,36,,XY,,,Animal Karyotype Book (Graphodatsky et al. 2008)
Mammal,Chordata,Mammalia,Carnivora,Canidae,Vulpes fulva,,chiasmatic,2,34,34,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Canidae,Vulpes macrotis,,chiasmatic,2,50,50,,XY,,,Animal Karyotype Book (Wayne et al. 1987a)
Mammal,Chordata,Mammalia,Carnivora,Canidae,Vulpes vulpes,,chiasmatic,2,36,36,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Canidae,Vulpes vulpes,,chiasmatic,2,34,34,,XY,,,Animal Karyotype Book (Rubtsova 1998)
Mammal,Chordata,Mammalia,Carnivora,Eupleridae,Cryptoprocta ferox,,chiasmatic,2,42,42,,XY,,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Eupleridae,Fossa fossa,,chiasmatic,2,42,42,,XY,,,Blackmon (Nash et al. 2008)
Mammal,Chordata,Mammalia,Carnivora,Eupleridae,Fossa fossana,,chiasmatic,2,42,42,,XY,,,Animal Karyotype Book (Nash (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Eupleridae,Galidia elegans,,chiasmatic,2,44,44,,XY,,,Animal Karyotype Book (Wurster-Hill and Gray 1975)
Mammal,Chordata,Mammalia,Carnivora,Felidae,Acinonyx jubatus,,chiasmatic,2,38,38,,XY,,,Blackmon (Nash (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Felidae,Caracal caracal,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book (Wurster-Hill and Gray 1973)
Mammal,Chordata,Mammalia,Carnivora,Felidae,Felis bengalensis,,chiasmatic,2,38,38,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Felidae,Felis catus,,chiasmatic,2,38,38,,XY,,,Blackmon (Cho et al. 1997)
Mammal,Chordata,Mammalia,Carnivora,Felidae,Felis chaus,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book (Wurster-Hill and Gray 1973)
Mammal,Chordata,Mammalia,Carnivora,Felidae,Felis concolor,,chiasmatic,2,38,38,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Felidae,Felis geoffroyi,,chiasmatic,2,36,36,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Felidae,Felis lynx,,chiasmatic,2,38,38,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Felidae,Felis manul,,chiasmatic,2,38,38,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Felidae,Felis margarita,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book (Wurster-Hill and Gray 1975)
Mammal,Chordata,Mammalia,Carnivora,Felidae,Felis marmorata,,chiasmatic,2,38,38,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Felidae,Felis nigripes,,chiasmatic,2,38,38,,XY,,,Blackmon (Nash (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Felidae,Felis pardalis,,chiasmatic,2,36,36,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Felidae,Felis serval,,chiasmatic,2,38,38,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Felidae,Felis silvestris,,chiasmatic,2,38,38,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Felidae,Felis viverrina,,chiasmatic,2,38,38,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Felidae,Felis wiedi,,chiasmatic,2,36,36,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Felidae,Felis yagouaroundi,,chiasmatic,2,38,38,,XY,,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Carnivora,Felidae,Herpailurus yagouaroundi,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book (Wurster-Hill and Gray 1973)
Mammal,Chordata,Mammalia,Carnivora,Felidae,Leopardus colocolo,,chiasmatic,2,36,36,,XY,,,Animal Karyotype Book 2020 (Wurster-Hill and Gray 1973)
Mammal,Chordata,Mammalia,Carnivora,Felidae,Leopardus geoffroyi,,chiasmatic,2,36,36,,XY,,,Animal Karyotype Book (Nash (Unpublished))
Mammal,Chordata,Mammalia,Carnivora,Felidae,Leopardus pardalis,,chiasmatic,2,36,36,,XY,,,Animal Karyotype Book (Wurster-Hill and Gray 1975)
Mammal,Chordata,Mammalia,Carnivora,Felidae,Leopardus tigrinus,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book (Wurster-Hill and Centerwall 1982)
Mammal,Chordata,Mammalia,Carnivora,Felidae,Leopardus tigrinus,,chiasmatic,2,36,36,,XY,,,Animal Karyotype Book 2020 (Wurster-Hill and Centerwall 1982)
Mammal,Chordata,Mammalia,Carnivora,Felidae,Leptailurus serval,,chiasmatic,2,38,38,,XY,,,Animal Karyotype Book (Wurster-Hill and Centerwall 1982)
