"Family","Subfamily","Tribe","Species","Haploid Number","Sex Chromosome System","Reference"
"Syrphidae","Syrphinae","Melanostomini","Platycheirus scambus",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Melanostomini","Platycheirus scutatus",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Melanostomini","Platycheirus sp.nr.scambus",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Eristalinae","Cerioidini","Polybiomyia arietis",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Psarini","Psarus abdominalis",5,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Syrphinae","Syrphini","Pseudoscaeva sericea",5,"XY","Boyes, J. W., Boyes, B. C., van Brink, J. M., & Vockeroth, J. R. (1973). Cytotaxonomy of South American Syrphinae (Diptera: Syrphidae).Genetica,44(3), 368-415."
"Syrphidae","Eristalinae","Eumerini","Psilota sp.1",4,"not reported","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Rhingiini","Rhingia austriaca",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Rhingiini","Rhingia campestris",5,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Rhingiini","Rhingia cyanoprora",5,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Rhingiini","Rhingia nasica",5,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Rhingiini","Rhingia rostrata",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Rhingiini","Rhingia sp.2",5,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Syrphinae","Bacchini","Rhinoprosopa nasuta",5,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Melanostomini","Rhysops currani",5,"XY","Boyes, J. W., Boyes, B. C., van Brink, J. M., & Vockeroth, J. R. (1973). Cytotaxonomy of South American Syrphinae (Diptera: Syrphidae).Genetica,44(3), 368-415."
"Syrphidae","Syrphinae","Melanostomini","Rhysops neotropica",7,"XY","Boyes, J. W., Boyes, B. C., van Brink, J. M., & Vockeroth, J. R. (1973). Cytotaxonomy of South American Syrphinae (Diptera: Syrphidae).Genetica,44(3), 368-415."
"Syrphidae","Syrphinae","Melanostomini","Rhysops nigrans",4,"XY","Boyes, J. W., Boyes, B. C., van Brink, J. M., & Vockeroth, J. R. (1973). Cytotaxonomy of South American Syrphinae (Diptera: Syrphidae).Genetica,44(3), 368-415."
"Syrphidae","","","Rhysops sp.(13)",4,"XY","Boyes, J., B. C. Boyes, J. M. van Brink and J. Vockeroth (1973). Cytotaxonomy of South American Syrphinae (Diptera: Syrphidae). Genetica 44(3): 368-415."
"Syrphidae","Syrphinae","Melanostomini","Rhysops sp.13",4,"XY","Boyes, J. W., Boyes, B. C., van Brink, J. M., & Vockeroth, J. R. (1973). Cytotaxonomy of South American Syrphinae (Diptera: Syrphidae).Genetica,44(3), 368-415."
"Syrphidae","Syrphinae","Bacchini","Salpingogaster limbipennis",5,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Bacchini","Salpingogaster nigra",4,"XY","Boyes, J. W., Boyes, B. C., van Brink, J. M., & Vockeroth, J. R. (1973). Cytotaxonomy of South American Syrphinae (Diptera: Syrphidae).Genetica,44(3), 368-415."
"Syrphidae","Syrphinae","Bacchini","Salpingogaster sp.1",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Syrphini","Scaeva albomaculata",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Syrphini","Scaeva melanostoma",5,"XY","Boyes, J. W., Boyes, B. C., van Brink, J. M., & Vockeroth, J. R. (1973). Cytotaxonomy of South American Syrphinae (Diptera: Syrphidae).Genetica,44(3), 368-415."
"Syrphidae","Syrphinae","Syrphini","Scaeva occidentalis",5,"XY","Boyes, J. W., Boyes, B. C., van Brink, J. M., & Vockeroth, J. R. (1973). Cytotaxonomy of South American Syrphinae (Diptera: Syrphidae).Genetica,44(3), 368-415."
"Syrphidae","Syrphinae","Syrphini","Scaeva pyrastri",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Syrphini","Scaeva selenitica",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Eristalinae","Sericomyiini","Sericomyia chacopyga",6,"not reported","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Sericomyiini","Sericomyia chrysotoxoides",5,"not reported","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Sericomyiini","Sericomyia lata",6,"not reported","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Sericomyiini","Sericomyia militaris",6,"not reported","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Sericomyiini","Sericomyia sp.1",5,"not reported","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Eristalini","Simoides expletus",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Syrphinae","Syrphini","Simosyrphus grandicornis",5,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Eristalinae","Milesiini","Somula decora",6,"XY","Boyes, J. W., & Brink, J. M. (1964). Chromosomes of syrphidae.Chromosoma,15(5), 579-590."
"Syrphidae","","","Sphaerophoia scripta",4,"XY","Boyes, J. (1959). Somatic Chromosomes of Some Syrphid Flies. Canadian Journal of Genetics and Cytology 1(1): 39-48."
"Syrphidae","Syrphinae","Syrphini","Sphaerophoria contigua",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Syrphini","Sphaerophoria cylindrica",4,"XY","Boyes, J. W., & Brink, J. M. (1964). Chromosomes of syrphidae.Chromosoma,15(5), 579-590."
"Syrphidae","Syrphinae","Syrphini","Sphaerophoria dubia",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Syrphini","Sphaerophoria kerteszi",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Syrphini","Sphaerophoria menthastri",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Syrphini","Sphaerophoria nigricauda",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Syrphini","Sphaerophoria novaeangliae",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Syrphini","Sphaerophoria philanthus",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Syrphini","Sphaerophoria picta",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Syrphini","Sphaerophoria robusta",4,"XY","Boyes, J. W., & Brink, J. M. (1964). Chromosomes of syrphidae.Chromosoma,15(5), 579-590."
"Syrphidae","Syrphinae","Syrphini","Sphaerophoria rueppellii",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Syrphini","Sphaerophoria scripta",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Syrphini","Sphaerophoria sp.11",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Syrphini","Sphaerophoria sp.philanthusgroup",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Syrphini","Sphaerophoria sp.scriptagroup",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","","","Sphaerophoria Species6",4,"XY","Boyes, J. W. and J. M. Brink (1964). Chromosomes of Syrphidae. Chromosoma 15(5): 579-590."
"Syrphidae","","","Sphaerophoria Species7",4,"XY","Boyes, J. W. and J. M. Brink (1964). Chromosomes of Syrphidae. Chromosoma 15(5): 579-590."
"Syrphidae","Syrphinae","Syrphini","Sphaerophoria sulphuripes",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","","","Sphaerophoria sylindrica",4,"XY","Boyes, J. W. and J. M. Brink (1964). Chromosomes of Syrphidae. Chromosoma 15(5): 579-590."
"Syrphidae","Syrphinae","Syrphini","Sphaerophoria taeniata",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Eristalinae","Milesiini","Sphecomyia brevicornis",7,"XY","Boyes, J. W., & van Brink, J. M. (1967). Chromosomes of Syrphidae. 3. Karyotypes of some species in the tribes Milesiini and Myoleptini.Chromosoma,22(4), 417."
"Syrphidae","Eristalinae","Milesiini","Sphecomyia occidentalis",6,"XY","Boyes, J. W., & van Brink, J. M. (1967). Chromosomes of Syrphidae. 3. Karyotypes of some species in the tribes Milesiini and Myoleptini.Chromosoma,22(4), 417."
"Syrphidae","Eristalinae","Milesiini","Sphecomyia pattonii",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Brachyopini","Sphegina armatipes",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Brachyopini","Sphegina californica",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Brachyopini","Sphegina clunipes",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Brachyopini","Sphegina flavimana",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Brachyopini","Sphegina infuscata",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Brachyopini","Sphegina lobata",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Brachyopini","Sphegina nitidifrons",5,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Brachyopini","Sphegina occidentalis",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Brachyopini","Sphegina sibirica",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Brachyopini","Sphegina sp.13",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Brachyopini","Sphegina sp.14",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Brachyopini","Sphegina violovitshi",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Milesiini","Spilomyia digitata",5,"not reported","Boyes, J. W., & van Brink, J. M. (1967). Chromosomes of Syrphidae. 3. Karyotypes of some species in the tribes Milesiini and Myoleptini.Chromosoma,22(4), 417."
"Syrphidae","Eristalinae","Milesiini","Spilomyia longicornis",5,"XY","Boyes, J. W., & van Brink, J. M. (1967). Chromosomes of Syrphidae. 3. Karyotypes of some species in the tribes Milesiini and Myoleptini.Chromosoma,22(4), 417."
"Syrphidae","Eristalinae","Milesiini","Spilomyia suzukii",5,"Complex XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Milesiini","Syritta hackeri",5,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Milesiini","Syritta indica",5,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Milesiini","Syritta oceanica",5,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Milesiini","Syritta pipiens",5,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Milesiini","Syritta sp.2",5,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Milesiini","Syritta sp.4",5,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Milesiini","Syritta stigmatica",5,"XO","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","","","Syrphus balteatus",5,"XY","Boyes, J. (1959). Somatic Chromosomes of Some Syrphid Flies. Canadian Journal of Genetics and Cytology 1(1): 39-48."
"Syrphidae","","","Syrphus corollae",4,"XY","Boyes, J. (1959). Somatic Chromosomes of Some Syrphid Flies. Canadian Journal of Genetics and Cytology 1(1): 39-48."
"Syrphidae","Syrphinae","Syrphini","Syrphus knabi",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","","","Syrphus lasiophthalmus",5,"XY","Boyes, J. (1959). Somatic Chromosomes of Some Syrphid Flies. Canadian Journal of Genetics and Cytology 1(1): 39-48."
"Syrphidae","","","Syrphus luniger",4,"XY","Boyes, J. (1959). Somatic Chromosomes of Some Syrphid Flies. Canadian Journal of Genetics and Cytology 1(1): 39-48."
"Syrphidae","","","Syrphus melanostomoides",5,"XY","Boyes, J. W. and J. M. Brink (1964). Chromosomes of Syrphidae. Chromosoma 15(5): 579-590."
"Syrphidae","Syrphinae","Syrphini","Syrphus octomaculatus",4,"XY","Boyes, J. W., Boyes, B. C., van Brink, J. M., & Vockeroth, J. R. (1973). Cytotaxonomy of South American Syrphinae (Diptera: Syrphidae).Genetica,44(3), 368-415."
"Syrphidae","Syrphinae","Syrphini","Syrphus opinator",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Syrphini","Syrphus phaeostigma",4,"XY","Boyes, J. W., Boyes, B. C., van Brink, J. M., & Vockeroth, J. R. (1973). Cytotaxonomy of South American Syrphinae (Diptera: Syrphidae).Genetica,44(3), 368-415."
"Syrphidae","Syrphinae","Syrphini","Syrphus rectus",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Syrphini","Syrphus reedi",4,"XY","Boyes, J. W., Boyes, B. C., van Brink, J. M., & Vockeroth, J. R. (1973). Cytotaxonomy of South American Syrphinae (Diptera: Syrphidae).Genetica,44(3), 368-415."
"Syrphidae","Syrphinae","Syrphini","Syrphus ribesii",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Syrphini","Syrphus ribesii",5,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Syrphini","Syrphus shorae",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Syrphini","Syrphus sp",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Syrphini","Syrphus torvus",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Syrphini","Syrphus vitripennis",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Syrphini","Syrphus vittafrons",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
