"Family","Subfamily","Tribe","Species","Haploid Number","Sex Chromosome System","Reference"
"Syrphidae","Eristalinae","Brachyopini","Myolepta strigilata",5,"XY","Boyes, J. W., & van Brink, J. M. (1967). Chromosomes of Syrphidae. 3. Karyotypes of some species in the tribes Milesiini and Myoleptini.Chromosoma,22(4), 417."
"Syrphidae","Eristalinae","Eumerini","Nausigaster punctulata",4,"not reported","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Brachyopini","Neoascia dispar",4,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Brachyopini","Neoascia floralis",4,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Brachyopini","Neoascia geniculata",4,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Brachyopini","Neoascia globosa",4,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Brachyopini","Neoascia metallica",4,"not reported","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Brachyopini","Neoascia podagrica",4,"not reported","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Brachyopini","Neoascia sp.",4,"not reported","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Brachyopini","Neoascia sphaerophoria",4,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Pipizini","Neocnemodon calcaratus",4,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Pipizini","Neocnemodon latitarsus",4,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Pipizini","Neocnemodon rita",4,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Pipizini","Neocnemodon sp.1",4,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Pipizini","Neocnemodon sp.4",4,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Pipizini","Neocnemodon sp.A",4,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Pipizini","Neocnemodon sp.B",4,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Pipizini","Neocnemodon sp.C",4,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Pipizini","Neocnemodon vitripennis",4,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Eristalini","NewGenus1 sinuata",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Eristalini","NewGenus1 sp.1",6,"not reported","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Eristalini","NewGenus1 sp.5",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Volucellini","Ornidia obesa",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Syrphinae","Syrphini","Orphnabaccha coerulea",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Syrphini","Orphnabaccha decipiens",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","","","Orphnabaccha sp.",5,"XY","Boyes, J., B. C. Boyes, J. M. van Brink and J. Vockeroth (1973). Cytotaxonomy of South American Syrphinae (Diptera: Syrphidae). Genetica 44(3): 368-415."
"Syrphidae","Syrphinae","Syrphini","Orphnabaccha sp.2",5,"XY","Boyes, J. W., Boyes, B. C., van Brink, J. M., & Vockeroth, J. R. (1973). Cytotaxonomy of South American Syrphinae (Diptera: Syrphidae).Genetica,44(3), 368-415."
"Syrphidae","Syrphinae","Syrphini","Orphnabaccha sp.5",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Eristalinae","Eristalini","Orthoprosopa grisea",6,"not reported","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Eristalini","Palpada agrorum",4,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Eristalini","Palpada albifrons",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Eristalini","Palpada conica",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Eristalini","Palpada distinguenda",5,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Eristalini","Palpada elegans",4,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Eristalini","Palpada fasciata",5,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Eristalini","Palpada furcata",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Eristalini","Palpada lateralis",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Eristalini","Palpada meigenii",5,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Eristalini","Palpada melanaspis",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Eristalini","Palpada obsoleta",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Eristalini","Palpada pusilla",5,"not reported","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Eristalini","Palpada rufiventris",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Eristalini","Palpada sp.12",4,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Eristalini","Palpada sp.16",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Eristalini","Palpada sp.17",5,"not reported","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Eristalini","Palpada testaceicornis",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Eristalini","Palpada urotaenia",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Eristalini","Palpada vinetorum",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","","","Paragopsis strigalus",6,"XY","Boyes, J. (1959). Somatic Chromosomes of Some Syrphid Flies. Canadian Journal of Genetics and Cytology 1(1): 39-48."
"Syrphidae","Syrphinae","Paragini","Paragus albifrons",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Paragini","Paragus azureus",4,"not reported","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Paragini","Paragus bicolor",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Paragini","Paragus borbonicus",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Paragini","Paragus crenulatus",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Paragini","Paragus longiventris",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Paragini","Paragus minutus",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Paragini","Paragus naso",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Paragini","Paragus politus",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Paragini","Paragus quadrifasciatus",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Paragini","Paragus sp.10",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Paragini","Paragus sp.11",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Paragini","Paragus sp.2",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Paragini","Paragus sp.4",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Paragini","Paragus sp.5",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Paragini","Paragus sp.6",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Paragini","Paragus sp.7",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Paragini","Paragus sp.8",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Paragini","Paragus sp.9",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Paragini","Paragus sp.A",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Paragini","Paragus sp.B",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Paragini","Paragus tibialis",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Eristalinae","Pipizini","Parapenium sp.1",5,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Pipizini","Parapenium sp.2",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Eristalini","Parhelophilus consimilis",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Eristalini","Parhelophilus frutetorum",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Eristalini","Parhelophilus integer",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Eristalini","Parhelophilus obsoletus",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Eristalini","Parhelophilus rex",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Eristalini","Parhelophilus versicolor",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Syrphinae","Syrphini","Phalacrodira annulata",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Syrphini","Phalacrodira rectoides",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Syrphini","Phalacrodira sp.1",5,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Syrphini","Phalacrodira vittiger",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Eristalinae","Eristalini","Phytomia errans",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Eristalini","Phytomia erratica",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Eristalini","Phytomia fronto",6,"not reported","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Eristalini","Phytomia incisa",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Eristalini","Phytomia zonata",6,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Pipizini","Pipiza femoralis",4,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Pipizini","Pipiza festiva",4,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Pipizini","Pipiza lugubris",4,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Pipizini","Pipiza macrofemoralis",4,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Pipizini","Pipiza nigripilosa",4,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Pipizini","Pipiza noctiluca",4,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Pipizini","Pipiza quadrimaculata",4,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","","","Pipiza sp.",4,"XY","Boyes, J. W. and J. M. Brink (1964). Chromosomes of Syrphidae. Chromosoma 15(5): 579-590."
"Syrphidae","Eristalinae","Pipizini","Pipiza sp.1",4,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Pipizini","Pipiza sp.A",4,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Pipizini","Pipiza sp.X",4,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Pipizini","Pipizella sp.",4,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Pipizini","Pipizella varipes",4,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Eristalinae","Pipizini","Pipizella virens",4,"XY","Boyes, J. W., Van Brink, J. M., Boyes, B. C., & Vockeroth, J.R. (1980). Chromosomes of Eristalinae and Microdontinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can"
"Syrphidae","Syrphinae","Melanostomini","Platycheirus albimanus",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Melanostomini","Platycheirus angustatus",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Melanostomini","Platycheirus clypeatus",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Melanostomini","Platycheirus fulviventris",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Melanostomini","Platycheirus manicatus",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Melanostomini","Platycheirus peltatus",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
"Syrphidae","Syrphinae","Melanostomini","Platycheirus quadratus",4,"XY","Boyes, J. W., Van Brink, J. M., & Boyes, B. C. (1971). Chromosomes of Syrphinae (Diptera: Syrphidae) Misc.Publs. Genet. Soc. Can, 158."
