Database,Phyla,Class,Order,Family,Species,Original Name,Meiosis Type,Ploidy,Female Diploid,Male Diploid,Achiasmy Sex,Sex Chromosome System,SCS Notes,Citation
Mammal,Chordata,Mammalia,Chiroptera,Pteropodidae,Hypsignathus monstrosus,,,2,36,36,,XY,,Animal Karyotype Book (Haiduk et al. 1981)
Mammal,Chordata,Mammalia,Chiroptera,Pteropodidae,Megaloglossus woermanni,,,2,36,36,,XY,,Animal Karyotype Book (Haiduk et al. 1981)
Mammal,Chordata,Mammalia,Chiroptera,Pteropodidae,Micropteropus pusillus,,,2,35,35,,complex XY,,Animal Karyotype Book (Haiduk et al. 1981)
Mammal,Chordata,Mammalia,Chiroptera,Pteropodidae,Myonycteris torquata,,,2,36,36,,XY,,Animal Karyotype Book (Haiduk et al. 1981)
Mammal,Chordata,Mammalia,Chiroptera,Pteropodidae,Otopteropus cartilagonodus,,,2,48,48,,XY,,Animal Karyotype Book (Rickart et al. 1999)
Mammal,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus giganteus,,,2,38,38,,XY,,Blackmon (Choudhury and Jena 1995)
Mammal,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus lylei,,,2,40,40,,XY,,Animal Karyotype Book (Hood et al. 1988)
Mammal,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus rodricensis,,,2,38,38,,XY,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus aegyptiacus,,,2,36,36,,XY,,Animal Karyotype Book (Haiduk et al. 1981)
Mammal,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus angolensis,,,2,36,36,,XY,,Animal Karyotype Book (Haiduk et al. 1981)
Mammal,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus lanosus,,,2,36,36,,XY,,Animal Karyotype Book (Teeling and Stanyon (Unpublished))
Mammal,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus leschenaulti,,,2,36,36,,XY,,Blackmon (Sreeepada and Gururaj 1995)
Mammal,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus ferrumequinum,,,2,56,56,,XY,,Animal Karyotype Book (Teeling and Stanyon (Unpublished))
Mammal,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus ferrumequinum tragatus,,,2,56,56,,XY,,Animal Karyotype Book 2020 (Mao et al. 2007a)
Mammal,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus formosae,,,2,52,52,,XY,,Animal Karyotype Book 2020 (Volleth et al. 2017)
Mammal,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus hipposideros,,,2,56,56,,XY,,Animal Karyotype Book 2020 (Volleth et al. 2013)
Mammal,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus luctoides,,,2,32,32,,XY,,Animal Karyotype Book 2020 (Volleth et al. 2015)
Mammal,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus morio,,,2,28,28,,complex XY,X1X2Y1Y2,Animal Karyotype Book 2020 (Volleth et al. 2015)
Mammal,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus pearsonii,,,2,44,44,,XY,,Animal Karyotype Book 2020 (Mao et al. 2007a)
Mammal,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus pusillus,,,2,62,62,,XY,,Animal Karyotype Book 2020 (Mao et al. 2007a)
Mammal,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus rouxi,,,2,56,56,,XY,,Animal Karyotype Book (Zima et al. 1992)
Mammal,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus sedulus,,,2,30,30,,XY,,Animal Karyotype Book 2020 (Volleth et al. 2014)
Mammal,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus sinicus,,,2,36,36,,XY,,Animal Karyotype Book 2020 (Mao et al. 2007a)
Mammal,Chordata,Mammalia,Chiroptera,Rhinopomatidae,Rhinopoma hardwickei,,,2,36,36,,XY,,Animal Karyotype Book (Qumsiyeh 1988)
Mammal,Chordata,Mammalia,Chiroptera,Rhinopomatidae,Rhinopoma microphyllum,,,2,42,42,,XY,,Animal Karyotype Book (Qumsiyeh 1988)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Antrozous pallidus,,,2,46,46,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Chalinolobus morio,,,2,44,44,,XY,,Animal Karyotype Book (Volleth and Tidemann 1989)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Corynorhinus townsendii,,,2,32,32,,XY,,Animal Karyotype Book (Stock 1983)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus bottae,,,2,50,50,,XY,,Animal Karyotype Book (Volleth et al. 2001)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus fuscus,,,2,50,50,,XY,,Blackmon (Teeling and Stanyon (Unpublished))
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Euderma maculatum,,,2,30,30,,XY,,Animal Karyotype Book (Stock 1983)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Glauconycteris beatrix,,,2,22,22,,XY,,Animal Karyotype Book 2020 (Volleth and Heller 2007)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Hesperoptenus blandfordi,,,2,32,32,,XY,,Animal Karyotype Book (Volleth et al. 2001)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Idionycteris phyllotis,,,2,30,30,,XY,,Animal Karyotype Book (Stock 1983)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Lasiurus borealis,,,2,28,28,,XY,,Animal Karyotype Book (Varella-Garcia et al. 1989)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Lasiurus intermedius,,,2,26,26,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Lasiurus seminolus,,,2,28,28,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Murina cyclotis,,,2,44,44,,XY,,Animal Karyotype Book (Rickart et al. 1999)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Murina hilgendorfi,,,2,44,44,,XY,,Animal Karyotype Book 2020 (Kulemzina et al. 2011b)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis altarium,,,2,44,44,,XY,,Animal Karyotype Book 2020 (Ao et al.2006)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis dasycneme,,,2,44,44,,XY,,Animal Karyotype Book 2020 (Kulemzina et al. 2011b)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis grisescens,,,2,44,44,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis keenii,,,2,44,44,,XY,,Animal Karyotype Book (Bickham 1979)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis macrodactylus,,,2,44,44,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis mystacinus,,,2,44,44,,XY,,Animal Karyotype Book (Bickham 1979)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis nigricans,,,2,44,44,,XY,,Animal Karyotype Book (Bickham 1979)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis sodalis,,,2,44,44,,XY,,Animal Karyotype Book (Bickham 1979)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis thysanodes,,,2,44,44,,XY,,Animal Karyotype Book (Bickham 1979)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis velifer,,,2,44,44,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Nyctalus velutinus,,,2,36,36,,XY,,Animal Karyotype Book 2020 (Ao et al.2006)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Nycticeius humeralis,,,2,46,46,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Nyctophilus gouldi,,,2,44,44,,XY,,Animal Karyotype Book (Volleth and Tidemann 1989)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Phoniscus atrox,,,2,40,40,,XY,,Animal Karyotype Book 2020 (Volleth 2006)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus affinis,,,2,36,36,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus ceylonicus,,,2,36,36,,XY,,Animal Karyotype Book (Sreepada et al. 1996)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus coromandra,,,2,30,30,,XY,,Animal Karyotype Book (Sreepada et al. 1996)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus crassulus,,,2,30,30,,XY,,Animal Karyotype Book (Volleth et al. 2001)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus eisentrauti,,,2,42,42,,XY,,Animal Karyotype Book (Volleth et al. 2001)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus javanicus,,,2,34,34,,XY,,Animal Karyotype Book (Volleth et al. 2001)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus kuhli,,,2,42,42,,XY,,Animal Karyotype Book (Volleth et al. 2001)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus mimus,,,2,38,38,,XY,,Blackmon (Volleth et al. 2001)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus pipistrellus,,,2,44,44,,XY,,Animal Karyotype Book (Volleth 1987)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus pulveratus,,,2,44,44,,XY,,Animal Karyotype Book 2020 (Ao et al.2006)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus sagittula,,,2,44,44,,XY,,Animal Karyotype Book (Volleth and Tidemann 1989)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus stenopterus,,,2,32,32,,XY,,Animal Karyotype Book (Volleth et al. 2001)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus subflavus,,,2,30,30,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus tasmaniensis,,,2,44,44,,XY,,Animal Karyotype Book (Volleth and Tidemann 1989)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus vulturnus,,,2,44,44,,XY,,Animal Karyotype Book (Volleth and Tidemann 1989)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus auritus,,,2,32,32,,XY,,Animal Karyotype Book 2020 (Kulemzina et al. 2011b)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Scotophilus dinganii,,,2,36,36,,XY,,Animal Karyotype Book 2020 (Eick et al. 2007)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Scotophilus heathi,,,2,36,36,,XY,,Animal Karyotype Book (Stock 1975)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Scotophilus kuhlii,,,2,36,36,,XY,,Animal Karyotype Book (Stock 1975)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Scotorepens balstoni,,,2,30,30,,XY,,Animal Karyotype Book (Volleth and Tidemann 1989)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Scotozous dormeri,,,2,30,30,,XY,,Animal Karyotype Book (Volleth et al. 2001)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Tylonycteris pachypus,,,2,32,32,,XY,,Animal Karyotype Book (Volleth et al. 2001)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Tylonycteris robustula,,,2,46,46,,XY,,Animal Karyotype Book (Volleth et al. 2001)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Tylonycteris robustula,,,2,32,32,,XY,,Animal Karyotype Book 2020 (Ao et al.2006)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Tylonycteris sp.,,,2,30,30,,XY,,Animal Karyotype Book 2020 (Ao et al.2006)
Mammal,Chordata,Mammalia,Chiroptera,Vespertilionidae,Vespertilio murinus,,,2,38,38,,XY,,Animal Karyotype Book 2020 (Kulemzina et al. 2011b)
Mammal,Chordata,Mammalia,Cingulata,Chlamyphoridae,Cabassous centralis,,,2,62,62,,XY,,Blackmon (Benirschke 1969)
Mammal,Chordata,Mammalia,Cingulata,Chlamyphoridae,Cabassous tatouay,,,2,50,50,,XY,,Animal Karyotype Book (Benirschke 1969)
Mammal,Chordata,Mammalia,Cingulata,Chlamyphoridae,Chaetophractus villosus,,,2,60,60,,XY,,Blackmon (Jorge et al. 1977)
Mammal,Chordata,Mammalia,Cingulata,Chlamyphoridae,Euphractus sexcinctus,,,2,58,58,,XY,,Animal Karyotype Book (Jorge et al. 1977)
Mammal,Chordata,Mammalia,Cingulata,Chlamyphoridae,Euphractus sexcinctus flavimanus,,,2,58,58,,XY,,Animal Karyotype Book 2020 (Jorge et al. 1977)
Mammal,Chordata,Mammalia,Cingulata,Chlamyphoridae,Tolypeutes matacus,,,2,38,38,,XY,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Cingulata,Chlamyphoridae,Zaedyus pichiy,,,2,62,62,,XY,,Animal Karyotype Book (Jorge et al. 1977)
Mammal,Chordata,Mammalia,Cingulata,Dasypodidae,Dasypus hybridus,,,2,64,64,,XY,,Animal Karyotype Book (Jorge et al. 1977)
Mammal,Chordata,Mammalia,Cingulata,Dasypodidae,Dasypus novemcinctus,,,2,64,64,,XY,,Blackmon (Jorge et al. 1977)
Mammal,Chordata,Mammalia,Cingulata,Dasypodidae,Dasypus septemcinctus,,,2,64,64,,XY,,Animal Karyotype Book (Barroso and Seuanez 1991)
Mammal,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Antechinomys laniger,,,2,14,14,,XY,,Animal Karyotype Book (Rofe 1979)
Mammal,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus flavipes,,,2,14,14,,XY,,Animal Karyotype Book (Rofe 1979)
Mammal,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Dasyuroides byrnei,,,2,14,14,,XY,,Animal Karyotype Book (Rofe 1979)
Mammal,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Dasyurops maculatus,,,2,14,14,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus hallucatus,,,2,14,14,,XY,,Animal Karyotype Book (Rofe 1979)
Mammal,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus maculatus,,,2,14,14,,XY,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus viverrinus,,,2,14,14,,XY,,Animal Karyotype Book (Rofe 1979)
Mammal,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Ningaui sp.,,,2,14,14,,XY,,Animal Karyotype Book (Rofe 1979)
Mammal,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Planigale maculata,,,2,14,14,,XY,,Animal Karyotype Book (Rofe 1979)
Mammal,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Sarcophilus harrisii,,,2,14,14,,XY,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis crassicaudata,,,2,14,14,,XY,,Blackmon (Rofe 1979)
Mammal,Chordata,Mammalia,Dermoptera,Cynocephalidae,Cynocephalus variegatus,,,2,56,56,,XY,,Blackmon (Nie et al. 2008)
Mammal,Chordata,Mammalia,Dermoptera,Cynocephalidae,Cynocephalus volans,,,2,38,38,,XY,,Animal Karyotype Book (Rickart 2003)
Mammal,Chordata,Mammalia,Didelphimorphia,Didelphidae,Caluromys derbianus,,,2,14,14,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Didelphimorphia,Didelphidae,Caluromys lanatus,,,2,14,14,,XY,,Animal Karyotype Book (Casartelli et al. 1986)
Mammal,Chordata,Mammalia,Didelphimorphia,Didelphidae,Chironectes panamensis,,,2,22,22,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis marsupialis,,,2,22,22,,XY,,Blackmon (Aniskin et al. 1991)
Mammal,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis virginiana,,,2,22,22,,XY,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphys albiventris,,,2,22,22,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Didelphimorphia,Didelphidae,Lutreolina crassicaudata,,,2,22,22,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Didelphimorphia,Didelphidae,Marmosa alstoni,,,2,14,14,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Didelphimorphia,Didelphidae,Marmosa murina,,,2,14,14,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Didelphimorphia,Didelphidae,Marmosa pusilla,,,2,14,14,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Didelphimorphia,Didelphidae,Marmosa robinsoni,,,2,14,14,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Didelphimorphia,Didelphidae,Marmosa sp.,,,2,14,14,,XY,,Animal Karyotype Book (Aniskin 1994a)
Mammal,Chordata,Mammalia,Didelphimorphia,Didelphidae,Marmosops incanus,,,2,14,14,,XY,,Animal Karyotype Book (Svartman 1998)
Mammal,Chordata,Mammalia,Didelphimorphia,Didelphidae,Metachirus nudicaudatus,,,2,14,14,,XY,,Animal Karyotype Book (Aniskin et al. 1991)
Mammal,Chordata,Mammalia,Didelphimorphia,Didelphidae,Micoureus demerarae,,,2,14,14,,XY,,Animal Karyotype Book (Svartman 1998)
Mammal,Chordata,Mammalia,Didelphimorphia,Didelphidae,Monodelphis brevicaudata,,,2,18,18,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Didelphimorphia,Didelphidae,Monodelphis domestica,,,2,18,18,,XY,,Animal Karyotype Book (Graphodatsky et al. (Unpublished))
Mammal,Chordata,Mammalia,Didelphimorphia,Didelphidae,Philander opossum,,,2,22,22,,XY,,Blackmon (Svartman 1998)
Mammal,Chordata,Mammalia,Didelphimorphia,Didelphidae,Thylamys elegans,,,2,14,14,,XY,,Animal Karyotype Book (Shchipanov et al. 1996)
Mammal,Chordata,Mammalia,Diprodontia,Acrobatidae,Acrobates pygmaeus,,,2,14,14,,XY,,Animal Karyotype Book (Rofe 1979)
Mammal,Chordata,Mammalia,Diprodontia,Burramyidae,Cercartetus concinnus,,,2,14,14,,XY,,Animal Karyotype Book (Rofe 1979)
Mammal,Chordata,Mammalia,Diprodontia,Macropodidae,Macropus eugenii,,,2,16,16,,XY,,Animal Karyotype Book (Rofe 1979)
Mammal,Chordata,Mammalia,Diprodontia,Macropodidae,Macropus fuliginosus,,,2,16,16,,XY,,Animal Karyotype Book (Rofe 1979)
Mammal,Chordata,Mammalia,Diprodontia,Macropodidae,Macropus giganteus,,,2,16,16,,XY,,Animal Karyotype Book (Rofe 1979)
Mammal,Chordata,Mammalia,Diprodontia,Macropodidae,Macropus parma,,,2,16,16,,XY,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Diprodontia,Macropodidae,Macropus parryi,,,2,16,16,,XY,,Animal Karyotype Book (Rofe 1979)
Mammal,Chordata,Mammalia,Diprodontia,Macropodidae,Macropus robustus,,,2,16,16,,XY,,Animal Karyotype Book (Rofe 1979)
Mammal,Chordata,Mammalia,Diprodontia,Macropodidae,Macropus rufogriseus,,,2,16,16,,XY,,Animal Karyotype Book (Rofe 1979)
Mammal,Chordata,Mammalia,Diprodontia,Macropodidae,Macropus rufus,,,2,20,20,,XY,,Blackmon (Rofe 1979)
Mammal,Chordata,Mammalia,Diprodontia,Macropodidae,Petrogale brachyotis,,,2,20,20,,XY,,Animal Karyotype Book (Eldridge et al. 1992a)
Mammal,Chordata,Mammalia,Diprodontia,Macropodidae,Petrogale concinna,,,2,16,16,,XY,,Animal Karyotype Book (Eldridge et al. 1992a)
Mammal,Chordata,Mammalia,Diprodontia,Macropodidae,Petrogale lateralis lateralis,,,2,22,22,,XY,,Animal Karyotype Book (Eldridge et al. 1992a)
Mammal,Chordata,Mammalia,Diprodontia,Macropodidae,Petrogale penicillata,,,2,22,22,,XY,,Animal Karyotype Book (Rofe 1979)
Mammal,Chordata,Mammalia,Diprodontia,Macropodidae,Petrogale xanthopus celeris,,,2,22,22,,XY,,Animal Karyotype Book (Eldridge et al. 1992a)
Mammal,Chordata,Mammalia,Diprodontia,Macropodidae,Petrogale xanthopus xanthopus,,,2,22,22,,XY,,Animal Karyotype Book (Eldridge et al. 1992a)
Mammal,Chordata,Mammalia,Diprodontia,Macropodidae,Thylogale billardierii,,,2,22,22,,XY,,Animal Karyotype Book (Rofe 1979)
Mammal,Chordata,Mammalia,Diprodontia,Macropodidae,Thylogale thetis,,,2,22,22,,XY,,Animal Karyotype Book (Eldridge et al. 1992a)
Mammal,Chordata,Mammalia,Diprodontia,Macropodidae,Wallabia bicolor,,,2,10,11,,complex XY,XY1Y2,Animal Karyotype Book (Rofe 1979)
Mammal,Chordata,Mammalia,Diprodontia,Petauridae,Petaurus norfolcensis,,,2,21,21,,XY,,Animal Karyotype Book (Rofe 1979)
Mammal,Chordata,Mammalia,Diprodontia,Phalangeridae,Trichosurus vulpecula,,,2,20,20,,XY,,Animal Karyotype Book (Rofe 1979)
Mammal,Chordata,Mammalia,Diprodontia,Phascolarctidae,Phascolarctos cinereus,,,2,16,16,,XY,,Animal Karyotype Book (CRES San Diego (Unpublished))
Mammal,Chordata,Mammalia,Diprodontia,Potoroidae,Potorous tridactylus,,,2,12,12,,XY,,Animal Karyotype Book (Graphodatsky et al. (Unpublished))
Mammal,Chordata,Mammalia,Diprodontia,Pseudocheiridae,Hemibelideus lemuroides,,,2,20,20,,XY,,Animal Karyotype Book (McQuade 1984)
Mammal,Chordata,Mammalia,Diprodontia,Pseudocheiridae,Petropseudes dahli,,,2,16,16,,XY,,Animal Karyotype Book (Murray et al. 1980)
Mammal,Chordata,Mammalia,Diprodontia,Pseudocheiridae,Pseudocheirus peregrinus cookii,,,2,20,20,,XY,,Animal Karyotype Book (Murray et al. 1980)
Mammal,Chordata,Mammalia,Diprodontia,Pseudocheiridae,Pseudocheirus peregrinus puicher,,,2,20,20,,XY,,Animal Karyotype Book (Murray et al. 1980)
Mammal,Chordata,Mammalia,Diprodontia,Pseudocheiridae,Pseudocheirus peregrinus rubidus,,,2,20,20,,XY,,Animal Karyotype Book (Murray et al. 1980)
Mammal,Chordata,Mammalia,Diprodontia,Tarsipedidae,Tarsipes rostratus,,,2,24,24,,XY,,Animal Karyotype Book (Hayman 1990)
Mammal,Chordata,Mammalia,Diprodontia,Vombatidae,Lasiorhinus latifrons,,,2,14,14,,XY,,Animal Karyotype Book (Rofe 1979)
Mammal,Chordata,Mammalia,Diprodontia,Vombatidae,Vombatus ursinus,,,2,14,14,,XY,,Animal Karyotype Book (Rofe 1979)
Mammal,Chordata,Mammalia,Diprotodontia,Macropodidae,Wallabia eugenii,,,2,16,16,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Diprotodontia,Phalangeridae,Trichosurus vulpecula,,,2,20,20,,XY,,Blackmon et. al. 2019
Mammal,Chordata,Mammalia,Eulipotyphla,Erinaceidae,Erinaceus amurensis,,,2,48,48,,XY,,Animal Karyotype Book (Radjabli and Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Eulipotyphla,Erinaceidae,Erinaceus concolor,,,2,48,48,,XY,,Animal Karyotype Book (Sokolov et al. 1991)
Mammal,Chordata,Mammalia,Eulipotyphla,Erinaceidae,Erinaceus europaeus,,,2,48,48,,XY,,Animal Karyotype Book (Radjabli and Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Eulipotyphla,Erinaceidae,Hemiechinus auritus,,,2,48,48,,XY,,Animal Karyotype Book (Yang et al. 2006)
Mammal,Chordata,Mammalia,Eulipotyphla,Erinaceidae,Hemiechinus dauricus,,,2,48,48,,XY,,Animal Karyotype Book (Radjabli and Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Eulipotyphla,Erinaceidae,Hylomys suillus,,,2,48,48,,XY,,Animal Karyotype Book 2020 (Pavlova (Unpublished))
Mammal,Chordata,Mammalia,Eulipotyphla,Erinaceidae,Neohylomys hainanensis,,,2,32,32,,XY,,Animal Karyotype Book 2020 (Li et al. 2008)
Mammal,Chordata,Mammalia,Eulipotyphla,Erinaceidae,Neotetracus sinensis,,,2,32,32,,XY,,Animal Karyotype Book 2020 (Ye et al. 2006)
Mammal,Chordata,Mammalia,Eulipotyphla,Erinaceidae,Paraechinus hypomelas,,,2,48,48,,XY,,Animal Karyotype Book (Radjabli and Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Eulipotyphla,Erinaceidae,Podogymnura truei,,,2,40,40,,XY,,Animal Karyotype Book (Rickart 2003)
Mammal,Chordata,Mammalia,Eulipotyphla,Solenodontidae,Solenodon paradoxus,,,2,34,34,,XY,,Animal Karyotype Book (Benirschke 1969)
Mammal,Chordata,Mammalia,Eulipotyphla,Soricidae,Blarina carlinensis peninsulae,,,2,50,50,,XY,,Animal Karyotype Book (George et al. 1982)
Mammal,Chordata,Mammalia,Eulipotyphla,Soricidae,Blarina carolinensis,,,2,46,46,,XY,,Animal Karyotype Book (George et al. 1982)
Mammal,Chordata,Mammalia,Eulipotyphla,Soricidae,Blarina carolinensis,,,2,37,37,,XY,,Animal Karyotype Book (George et al. 1982)
Mammal,Chordata,Mammalia,Eulipotyphla,Soricidae,Blarina hylophaga,,,2,19,19,,complex XY,XY1Y2,Animal Karyotype Book (George et al. 1982)
Mammal,Chordata,Mammalia,Eulipotyphla,Soricidae,Blarinella griselda,,,2,44,44,,XY,,Animal Karyotype Book 2020 (Ye et al. 2006)
Mammal,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura canariensis,,,2,36,36,,XY,,Animal Karyotype Book 2020 (Vogel et al. 2006)
Mammal,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura crossei,,,2,44,44,,XY,,Animal Karyotype Book 2020 (Aniskin (Unpublished))
Mammal,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura dsinezumi,,,2,40,40,,XY,,Animal Karyotype Book (Biltueva et al. 1999)
Mammal,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura glassi,,,2,36,36,,XY,,Animal Karyotype Book 2020 (Aniskin (Unpublished))
Mammal,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura horsfieldii watasei,,,2,26,26,,XY,,Animal Karyotype Book (Perelman and Graphodatsky (Unpublished))
Mammal,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura leucodon sp. 1,,,2,28,28,,XY,,Animal Karyotype Book 2020 (Graphodatsky et al. 1987)
