"Kingdom","Class","Order","Family","Genus","Species","Meiosis.Type","Achiasmatic.Sex","Diploid.Number","Sex.Chromosome.System","Simplified.SCS","Citation","Sci_name"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Donacia","bicolor","Asynaptic Sex Chromosomes","Male","30","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Donacia_bicolor"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Donacia","biimpressa","Asynaptic Sex Chromosomes","Male","30","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Donacia_biimpressa"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Donacia","clavipes","Asynaptic Sex Chromosomes","Male","30","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Donacia_clavipes"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Donacia","hirticollis","Asynaptic Sex Chromosomes","Male","28","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Donacia_hirticollis"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Donacia","subtilis","Asynaptic Sex Chromosomes","Male","28","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Donacia_subtilis"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Donacia","vulgaris","Asynaptic Sex Chromosomes","Male","30","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Donacia_vulgaris"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Entomoscelis","adonidis","Asynaptic Sex Chromosomes","Male","26","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Entomoscelis_adonidis"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Entomoscelis","sacra","Asynaptic Sex Chromosomes","Male","26","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Entomoscelis_sacra"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Epitrix","cucumeris","Asynaptic Sex Chromosomes","Male","26","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Epitrix_cucumeris"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Epitrix","fasciata","Asynaptic Sex Chromosomes","Male","26","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Epitrix_fasciata"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Erganoides","sp.","Asynaptic Sex Chromosomes","Male","26","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Erganoides_sp."
"Animalia","Insecta","Coleoptera","Chrysomelidae","Estignema","chinensis","Asynaptic Sex Chromosomes","Male","18","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Estignema_chinensis"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Eumolpus","sp.","Asynaptic Sex Chromosomes","Male","22","Xyp","XY","Vidal (1984)","Eumolpus_sp."
"Animalia","Insecta","Coleoptera","Chrysomelidae","Eumolpus","surinamensis","Asynaptic Sex Chromosomes","Male","22","Xyp","XY","Vidal (1984)","Eumolpus_surinamensis"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Eurypedus","thoni","Asynaptic Sex Chromosomes","Male","20","Xyp","XY","Vidal (1984)","Eurypedus_thoni"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Eurypepla","jamaicensis","Asynaptic Sex Chromosomes","Male","18","Xyp","XY","Virkki, Santiago-Blay, and Riley (1992)","Eurypepla_jamaicensis"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Forsterita","sp.","Asynaptic Sex Chromosomes","Male","24","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Forsterita_sp."
"Animalia","Insecta","Coleoptera","Chrysomelidae","Galeruca","angusta","Asynaptic Sex Chromosomes","Male","44","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Galeruca_angusta"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Galeruca","artemisiae","Asynaptic Sex Chromosomes","Male","44","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Galeruca_artemisiae"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Galeruca","indica","Asynaptic Sex Chromosomes","Male","46","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Galeruca_indica"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Galeruca","miegi","Asynaptic Sex Chromosomes","Male","38","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Galeruca_miegi"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Galeruca","monticola","Asynaptic Sex Chromosomes","Male","38","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Galeruca_monticola"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Galeruca","taceti","Asynaptic Sex Chromosomes","Male","40","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Galeruca_taceti"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Galerucella","bicolor","Asynaptic Sex Chromosomes","Male","44","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Galerucella_bicolor"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Galerucella","bimarnica","Asynaptic Sex Chromosomes","Male","34","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Galerucella_bimarnica"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Galerucella","calmariensis","Asynaptic Sex Chromosomes","Male","34","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Galerucella_calmariensis"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Galerucella","cavicollis","Asynaptic Sex Chromosomes","Male","34","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Galerucella_cavicollis"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Galerucella","lineola","Asynaptic Sex Chromosomes","Male","34","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Galerucella_lineola"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Galerucella","nymphae","Asynaptic Sex Chromosomes","Male","34","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Galerucella_nymphae"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Galerucella","placida","Asynaptic Sex Chromosomes","Male","38","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Galerucella_placida"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Galerucella","sp.","Asynaptic Sex Chromosomes","Male","34","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Galerucella_sp."
"Animalia","Insecta","Coleoptera","Chrysomelidae","Galerucella","tenella","Asynaptic Sex Chromosomes","Male","26","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Galerucella_tenella"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Galerucella","vaccinii","Asynaptic Sex Chromosomes","Male","34","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Galerucella_vaccinii"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Gastrophysa","cyanea","Asynaptic Sex Chromosomes","Male","30","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Gastrophysa_cyanea"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Gastrophysa","poligoni","Asynaptic Sex Chromosomes","Male","24","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Gastrophysa_poligoni"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Gastrophysa","viridula","Asynaptic Sex Chromosomes","Male","28","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Gastrophysa_viridula"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Genus","nr.","Asynaptic Sex Chromosomes","Male","32","Xy+","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Genus_nr."
"Animalia","Insecta","Coleoptera","Chrysomelidae","Glyphocassis","trilineata","Asynaptic Sex Chromosomes","Male","16","Xyp","XY","De Julio, Ferndes, Costa, Almeida, and Cella (2010)","Glyphocassis_trilineata"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Glyphocassis","trilineata","Asynaptic Sex Chromosomes","Male","18","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Glyphocassis_trilineata"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Glyptoscelis","chontalensis","Asynaptic Sex Chromosomes","Male","20","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Glyptoscelis_chontalensis"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Glyptoscelis","sp.","Asynaptic Sex Chromosomes","Male","16","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Glyptoscelis_sp."
"Animalia","Insecta","Coleoptera","Chrysomelidae","Gonioctena","americana","Asynaptic Sex Chromosomes","Male","24","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Gonioctena_americana"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Gonioctena","linnaeana","Asynaptic Sex Chromosomes","Male","24","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Gonioctena_linnaeana"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Gonioctena","nivosa","Asynaptic Sex Chromosomes","Male","24","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Gonioctena_nivosa"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Gonioctena","quinquepunctata","Asynaptic Sex Chromosomes","Male","24","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Gonioctena_quinquepunctata"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Gonioctena","sibirica","Asynaptic Sex Chromosomes","Male","24","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Gonioctena_sibirica"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Gonioctena","springlovae","Asynaptic Sex Chromosomes","Male","40","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Gonioctena_springlovae"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Gonioctena","variabilis","Asynaptic Sex Chromosomes","Male","24","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Gonioctena_variabilis"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Gonioctena","vimilis","Asynaptic Sex Chromosomes","Male","24","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Gonioctena_vimilis"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Gratiana","lutescens","Asynaptic Sex Chromosomes","Male","18","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Gratiana_lutescens"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Gratiana","pallidula","Asynaptic Sex Chromosomes","Male","18","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Gratiana_pallidula"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Gratiana","spadicea","Asynaptic Sex Chromosomes","Male","20","Xyp","XY","De Julio, Ferndes, Costa, Almeida, and Cella (2010)","Gratiana_spadicea"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Helocassis","clavata","Asynaptic Sex Chromosomes","Male","18","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Helocassis_clavata"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Henicotherus","porteri","Asynaptic Sex Chromosomes","Male","28","Xyp","XY","Petitpierre and Elgueta (2012)","Henicotherus_porteri"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Hilarocassis","exclamationis","Asynaptic Sex Chromosomes","Male","34","Xyc","Complex XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Hilarocassis_exclamationis"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Hilarocassis","exclamationis","Asynaptic Sex Chromosomes","Male","34","Xyp","XY","Virkki, Santiago-Blay, and Riley (1992)","Hilarocassis_exclamationis"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Hispa","atra","Asynaptic Sex Chromosomes","Male","16","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Hispa_atra"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Hydrothassa","glabra","Asynaptic Sex Chromosomes","Male","34","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Hydrothassa_glabra"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Hypolampsis","sp.","Asynaptic Sex Chromosomes","Male","22","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Hypolampsis_sp."
"Animalia","Insecta","Coleoptera","Chrysomelidae","Jolivetia","obscura","Asynaptic Sex Chromosomes","Male","28","Xyp","XY","Petitpierre and Elgueta (2012)","Jolivetia_obscura"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Kanarella","sp.","Asynaptic Sex Chromosomes","Male","26","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Kanarella_sp."
"Animalia","Insecta","Coleoptera","Chrysomelidae","Laccoptera","quadrimaculata","Asynaptic Sex Chromosomes","Male","18","Xyp","XY","De Julio, Ferndes, Costa, Almeida, and Cella (2010)","Laccoptera_quadrimaculata"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Laccoptera","quadrimaculata","Asynaptic Sex Chromosomes","Male","18","Xyr","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Laccoptera_quadrimaculata"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Laccoptera","quadrimaculata","Asynaptic Sex Chromosomes","Male","18","Xyyp","Complex XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Laccoptera_quadrimaculata"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Lachnaia","pubescens","Asynaptic Sex Chromosomes","Male","24","Xy+","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Lachnaia_pubescens"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Lema","cerea","Asynaptic Sex Chromosomes","Male","14","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Lema_cerea"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Lema","coromandeliana","Asynaptic Sex Chromosomes","Male","16","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Lema_coromandeliana"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Lema","cyanea","Asynaptic Sex Chromosomes","Male","24","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Lema_cyanea"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Lema","cyanella","Asynaptic Sex Chromosomes","Male","16","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Lema_cyanella"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Lema","dorsalis","Asynaptic Sex Chromosomes","Male","18","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Lema_dorsalis"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Lema","n.sp.","Asynaptic Sex Chromosomes","Male","16","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Lema_n.sp."
"Animalia","Insecta","Coleoptera","Chrysomelidae","Lema","nigripes","Asynaptic Sex Chromosomes","Male","18","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Lema_nigripes"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Lema","nigrrofrontalis","Asynaptic Sex Chromosomes","Male","16","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Lema_nigrrofrontalis"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Lema","praeusta","Asynaptic Sex Chromosomes","Male","16","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Lema_praeusta"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Lema","rufotestacea","Asynaptic Sex Chromosomes","Male","14","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Lema_rufotestacea"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Lema","semifulva","Asynaptic Sex Chromosomes","Male","16","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Lema_semifulva"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Lema","termita","Asynaptic Sex Chromosomes","Male","16","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Lema_termita"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Lema","trilineata","Asynaptic Sex Chromosomes","Male","32","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Lema_trilineata"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Leptinotarsa","decimlineata","Asynaptic Sex Chromosomes","Male","36","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Leptinotarsa_decimlineata"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Leucocera","laevicollis","Asynaptic Sex Chromosomes","Male","24","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Leucocera_laevicollis"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Lilioceris","impressa","Asynaptic Sex Chromosomes","Male","20","Xyr","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Lilioceris_impressa"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Lilioceris","lilii","Asynaptic Sex Chromosomes","Male","22","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Lilioceris_lilii"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Linaeidea","aenea","Asynaptic Sex Chromosomes","Male","34","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Linaeidea_aenea"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Lysathia","ludoviciana","Asynaptic Sex Chromosomes","Male","24","Xy+","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Lysathia_ludoviciana"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Lysathia","occidentalis","Asynaptic Sex Chromosomes","Male","24","Xy+","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Lysathia_occidentalis"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Lysathia","sp.","Asynaptic Sex Chromosomes","Male","24","Xy+","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Lysathia_sp."
"Animalia","Insecta","Coleoptera","Chrysomelidae","Macrocoma","rufotibialis","Asynaptic Sex Chromosomes","Male","16","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Macrocoma_rufotibialis"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Macrohaltica","jamaicensis","Asynaptic Sex Chromosomes","Male","24","Xy+","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Macrohaltica_jamaicensis"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Macrohaltica","mexica","Asynaptic Sex Chromosomes","Male","26","Xy+","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Macrohaltica_mexica"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Macrohaltica","transversa","Asynaptic Sex Chromosomes","Male","24","Xy+","XY","Petitpierre (2006)","Macrohaltica_transversa"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Merilia","sublunata","Asynaptic Sex Chromosomes","Male","22","Xy+","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Merilia_sublunata"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Mesoplatys","cincta","Asynaptic Sex Chromosomes","Male","24","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Mesoplatys_cincta"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Metriona","elatior","Asynaptic Sex Chromosomes","Male","18","Xyp","XY","De Julio, Ferndes, Costa, Almeida, and Cella (2010)","Metriona_elatior"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Microrhopala","vittata","Asynaptic Sex Chromosomes","Male","32","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Microrhopala_vittata"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Microtenochira","aciculata","Asynaptic Sex Chromosomes","Male","18","Xyp","XY","Lopes, Ferndes, and Schneider (2016)","Microtenochira_aciculata"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Microtenochira","optata","Asynaptic Sex Chromosomes","Male","18","Xyp","XY","Lopes, Ferndes, and Schneider (2016)","Microtenochira_optata"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Microtenochira","quadrata","Asynaptic Sex Chromosomes","Male","18","Xyp","XY","Lopes, Ferndes, and Schneider (2016)","Microtenochira_quadrata"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Microtheca","ochroloma","Asynaptic Sex Chromosomes","Male","28","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Microtheca_ochroloma"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Monolepta","erythrocephala","Asynaptic Sex Chromosomes","Male","26","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Monolepta_erythrocephala"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Monolepta","sexsigta","Asynaptic Sex Chromosomes","Male","18","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Monolepta_sexsigta"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Monolepta","sexsigta","Asynaptic Sex Chromosomes","Male","18","Xyr","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Monolepta_sexsigta"
"Animalia","Insecta","Coleoptera","Chrysomelidae","Monolepta","sigta","Asynaptic Sex Chromosomes","Male","18","Xyp","XY","Petitpierre, Segarra, Yadav, and Virkki (1988)","Monolepta_sigta"
